id,title,vote_average,vote_count,runtime,imdb_id,original_language,overview,popularity,genres,keywords,year
17622,Fifty Dead Men Walking,6.359,138,117,tt1097643,en,"It's 1989, and in a Belfast torn apart by conflict and terrorism, petty criminal Marty McGartland is recruited by the British police to infiltrate the IRA. Guided by Special Forces officer 'Fergus', McGartland gains unparalleled insight into the organisation's dealings, providing his British handler with priceless, life-saving information. Based on a true story.",6.056942465955256,"Action, Thriller","ira (irish republican army), slot machine, riot police, woman director",2008
12278,Soul Man,5.344,138,104,tt0091991,en,"A caucasian prospective grad student's affluent family won't pay his way through law school, so he takes tanning pills to darken his skin in order to qualify for an African-American scholarship at Harvard. He soon gets more than he bargained for, as he begins to learn what life is really like for blacks in America.",6.030100390949986,Comedy,"scholarship, secret identity, harvard university, college, los angeles, california",1986
751,Murder at the Gallop,6.96,138,81,tt0057334,en,"Miss Marple and Mr. Stringer are witnesses to the death by heart attack of elderly, rich Mr. Enderby. Yet they have their doubts about what happened. The police don't believe them, thus leading Miss Marple to yet again investigate by herself.",6.072836147805667,"Comedy, Crime, Drama, Mystery, Thriller","based on novel or book, heart attack, horseback riding, amateur detective, testament, barn, covered investigation, eavesdropping, black and white, murder mystery",1963
28165,The Toxic Avenger Part II,5.5,138,109,tt0098503,en,"The Toxic Avenger is lured to Tokyo, Japan by the evil corporation Apocalypse Inc. So while the Toxic Avenger is fighting crime in Tokyo, Apocalypse Inc. spread evil in Tromaville.",6.034225872428628,"Comedy, Horror, Science Fiction","japan, new jersey, superhero, gore, sequel, spoof",1989
499461,Mortal World,7.2,138,102,tt7748244,tr,"Mermer family, who has been managing a restaurant called “Anatolian flavors” in Haydarpasa train station for generations, consist of 8 members. Even though this family leads a quiet simple life, they will end up finding themselves in complicated situations. Moreover, this family has been keeping a secret for a long time and it just can’t come out at any cost..",6.079183042388194,"Comedy, Action, Crime","family, crime family, crime",2018
300542,Queen of Earth,5.9,138,90,tt3993894,en,"Two women retreat to a lake house to get a break from the pressures of the outside world, only to realize how disconnected from each other they have become, allowing their suspicions to bleed into reality.",6.044804030066174,"Drama, Mystery, Thriller","depression, friendship, jealousy, vacation, promise, psychological thriller, lake house",2015
194113,Blackadder: Back & Forth,7.0,138,33,tt0212579,en,"What was a cunning plan from Lord Edmund Blackadder V to fake a time machine on his gullibly incompetent friends, turns out to be the real thing and hurls him and his imbecile underling, Baldrick, through the course of human history.",6.073893963569422,"Comedy, History, Science Fiction",time travel,1999
392832,Two Stepmoms,5.989,138,92,tt5662556,it,"What would happen if two sworn enemies, two opposed women in temperament and lifestyle find out to share the most incredible legacy: the child of their ex-husband?",6.0471576701405265,Comedy,"romantic rivalry, female bonding, adopted child, unwed mothers",2016
30239,Vincere,6.786,138,128,tt1156173,it,"The story of the descent into madness of Mussolini's secret first wife, Ida Dasler, who was seduced by his passion and vigor but blind to the fascist dictator's many flaws.",6.068234649233335,"Drama, History",biography,2009
158091,Metro Manila,7.308,138,111,tt1845838,tl,"Looking for a brighter future in metropolitan Manila, Oscar Ramirez and his family leave their miserable life in the rice terraces of Banaue, in the northern Philippines. In the sweltering capital, where all kind of perils lurk in every corner, Oscar catches a lucky break when he is offered a steady work for an armored truck company and the senior officer Ong takes him under his wing.",6.082039144950331,"Crime, Thriller, Drama, Action","husband wife relationship, co-workers relationship, security guard, farmer, armored truck, manila philippines, life in the slums",2013
279972,Digging Up the Marrow,5.514,138,98,tt1991031,en,A documentary filmmaker turns his lens on an enigmatic conspiracy theorist who claims he's found the entrance to a vast underground city populated entirely by monsters.,6.0345961079459425,"Thriller, Mystery, Horror, Fantasy, Science Fiction, Drama","monster, nightmare, biography, woods, mockumentary, creature, art, found footage, horror filmmaking, underground tunnel",2015
444218,Three Seconds,7.315,138,133,tt5987402,ru,"The story is set at the 1972 Munich Olympics where the U.S. team lost the basketball championship for the first time in 36 years. The final moments of the final game have become one of the most controversial events in Olympic history. With play tied, the score table horn sounded during a second free throw attempt that put the U.S. ahead by one. But the Soviets claimed they had called for a time out before the basket and confusion ensued. The clock was set back by three seconds twice in a row and the Russians finally prevailed at the very last. The U.S. protested, but a jury decided in the USSR’s favor and Team USA voted unanimously to refuse its silver medals. The Soviet players have been treated as heroes at home.",6.082224262708988,Drama,"sports, olympic games, 1970s, basketball, basketball player, dedication",2017
18612,The Desperate Hours,6.946,138,112,tt0047985,en,Escaped convicts terrorize a suburban family they're holding hostage.,6.072465912288353,"Crime, Thriller","hostage, indianapolis, suburbia, escaped convict, film noir, home invasion, family hostage",1955
2165,Liberty Stands Still,5.351,138,96,tt0280870,en,"As the heir and current marketing director for one of the nation's biggest gun manufacturers, Liberty Wallace is indifferent to the atrocities made possible through her business and her CEO husband, Victor. On her way to see her actor lover, Liberty ends up chained to a food cart full of explosives -- all at the insistence of ""Joe"", a sniper whose young daughter was a victim of gun violence, and who now has Liberty in his sights.",6.030285508708643,"Thriller, Action, Drama","loss of loved one, defense industry, woman director",2002
30931,Dark Night of the Scarecrow,6.457,138,96,tt0082235,en,"Bubba, an intellectually disabled man, is falsely accused of attacking a young girl. Disguised as a scarecrow, he hides in a cornfield, only to be hunted down and shot by four vigilante men. After they are acquitted due to lack of evidence, the men find themselves being stalked one by one.",6.059534114576454,"Horror, TV Movie","mentally disabled, grave, scarecrow, cover-up, revenge, execution, dog, farmer, pitchfork, mentally handicapped man, lynch mob, killer scarecrow",1981
429765,Dance Academy: The Movie,7.123,138,101,tt5834660,en,This 2017 movie follows the original dance academy TV show and tracks where the characters are in their lives now.,6.077146747042966,Drama,"new york city, dancing, ballet, based on tv series",2017
375527,"Half Sister, Full Love",5.293,138,95,tt4161586,fr,"Mourning his brother's recent death, Pierrick accepts his best friend Tessa's invitation to stay in her family home — at last, a week alone. But when her gets there, he finds the house already occupied by Tessa's sister Marie.",6.028751675851199,"Comedy, Drama",woman director,2016
12656,Feeling Minnesota,5.384,138,99,tt0116289,en,"Sam Clayton's marriage to ex-stripper Freddie comes about when she's strong-armed into the match by Red, a club proprietor who once did her a favor. But Freddie falls in love with Jjaks, Sam's brother, and the pair tries to escape the situation together. It isn't long before both Sam and Red catch up with them, resulting in threats against the two of them -- although tension also starts to build between Sam and Red.",6.031158206713741,"Comedy, Drama, Thriller, Crime","corruption, sibling relationship, police, stripper, love, murder, wedding",1996
579496,Call Jane,6.7,138,121,tt7461272,en,A married woman with an unwanted pregnancy lives in a time in America where she can't get a legal abortion and works with a group of suburban women to find help.,6.065960345341263,"Drama, History","chicago, illinois, pregnancy, housewife, based on true story, unwanted pregnancy, woman director, abortion, 1960s, illegal abortion, illegal abortionist",2022
9724,The Mistress of Spices,6.062,138,92,tt0407998,en,"Tilo is an Indian shopkeeper in America with an ability to see the future and a magical connection to powerful spices, which she uses to help her customers satisfy their various needs and desires. One day she falls in love with an American man. But the spices forbid it.",6.049088183909379,"Drama, Romance, Fantasy","new love, based on novel or book, magic, san francisco, california, spice, woman director, mysticism",2005
